"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.comment","Answer.confcode","Approve","Reject"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","308XBLVESI5WGSSBXR8SGCJCPRURBL","A3ANNQ73J8M158","Approved","Tue Sep 24 09:58:02 PDT 2019","Tue Sep 24 10:11:05 PDT 2019","Sun Sep 29 10:11:05 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","783","100% (9/9)","100% (1/1)","100% (1/1)","{}","70274925"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","30JNVC0OR9L6V4GXK4TOXXC5OIYHQR","A2C0VTQOFYUP83","Rejected","Tue Sep 24 08:23:39 PDT 2019","Tue Sep 24 08:56:07 PDT 2019","Sun Sep 29 08:56:07 PDT 2019","","Wed Sep 25 09:22:28 PDT 2019","Entered worked ID in confirmation code section without emailing why.","1948","0% (0/1)","0% (0/1)","0% (0/0)","GOOD","A2C0VTQOFYUP83"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","30OG32W0SUC98XC3EBT180KNRRJENL","A10048W1LKR40","Approved","Tue Sep 24 08:23:16 PDT 2019","Tue Sep 24 10:00:37 PDT 2019","Sun Sep 29 10:00:37 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","5841","100% (1/1)","100% (1/1)","100% (1/1)","{}","72199544"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","3137ONMDKG63Y5VHR7G6IGBQQFXGEF","A20B4Q21A8GNVA","Approved","Tue Sep 24 08:34:17 PDT 2019","Tue Sep 24 08:56:50 PDT 2019","Sun Sep 29 08:56:50 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","1353","100% (1/1)","100% (1/1)","100% (1/1)","{}","22407294"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","31LVTDXBL7B8T1ENO4XMUFFH1L8RL8","A1KOMHV7RQBUN6","Approved","Tue Sep 24 08:23:11 PDT 2019","Tue Sep 24 08:38:56 PDT 2019","Sun Sep 29 08:38:56 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","945","100% (1/1)","100% (1/1)","100% (1/1)","{}","78551358"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","31N2WW6R9RRUA7JPR3TSH47HYLJF3K","AN9MVFWRCF2OP","Approved","Wed Sep 25 09:52:20 PDT 2019","Wed Sep 25 10:31:56 PDT 2019","Mon Sep 30 10:31:56 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","2376","100% (9/9)","100% (1/1)","100% (1/1)","{}","37589419"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","31Q0U3WYDPGLLBQ4MGHX5JF323A71K","APTTMHLQ0C8DO","Approved","Tue Sep 24 08:23:11 PDT 2019","Tue Sep 24 09:32:39 PDT 2019","Sun Sep 29 09:32:39 PDT 2019","Thu Sep 26 08:11:26 PDT 2019","","","4168","100% (2/2)","100% (2/2)","100% (1/1)","{}","85039707"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","31QNSG6A5RU3WBAPL1QCKT2BG9G784","A143XRCI1YXAFE","Approved","Tue Sep 24 11:08:49 PDT 2019","Tue Sep 24 12:06:01 PDT 2019","Sun Sep 29 12:06:01 PDT 2019","Thu Sep 26 08:11:27 PDT 2019","","","3432","100% (5/5)","100% (2/2)","100% (1/1)","{}","26990971"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","320DUZ38G7NB9LH958RXFWOIVPBGJM","A36R4DFORDI9TP","Approved","Tue Sep 24 10:23:40 PDT 2019","Tue Sep 24 10:41:49 PDT 2019","Sun Sep 29 10:41:49 PDT 2019","Thu Sep 26 08:11:27 PDT 2019","","","1089","100% (3/3)","100% (1/1)","100% (1/1)","{}","8958299"
"3XU9MCX6VODZ5VULOW9GR0KIF5VR22","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Tue Sep 24 08:22:54 PDT 2019","220","BatchId:3777858;OriginalHitTemplateId:920937340;","7200","432000","Tue Oct 01 08:22:54 PDT 2019","","","32Q90QCQ1SM80RR0HY1LG83JXWEEKG","A2QUQ0S2F6K3QJ","Approved","Tue Sep 24 08:23:14 PDT 2019","Tue Sep 24 09:01:18 PDT 2019","Sun Sep 29 09:01:18 PDT 2019","Thu Sep 26 08:11:27 PDT 2019","","","2284","100% (12/12)","100% (1/1)","100% (1/1)","{}","91627193"
