"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Answer.comment","Answer.confcode","Approve","Reject"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","30BXRYBRP4YBF1CJWDSUPMURAZJHWT","A2UN21PDV5I3KK","Approved","Mon Sep 16 13:38:39 PDT 2019","Mon Sep 16 13:49:00 PDT 2019","Sat Sep 21 13:49:00 PDT 2019","Wed Sep 18 09:23:05 PDT 2019","","","621","100% (1/1)","100% (1/1)","0% (0/0)","{}","59850459"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","30H4UDGLT2J7N6GTBOUCPXURYOFPMF","A1FLEFIVFT809G","Approved","Mon Sep 16 11:59:28 PDT 2019","Mon Sep 16 12:16:58 PDT 2019","Sat Sep 21 12:16:58 PDT 2019","Wed Sep 18 09:23:05 PDT 2019","","","1050","100% (2/2)","100% (1/1)","0% (0/0)","{}","49801102"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","30LB5CDZNCB4YWBS9S5GIYPS5KLZ0Z","AGDJB8B8CDZ71","Approved","Mon Sep 16 11:15:11 PDT 2019","Mon Sep 16 11:28:38 PDT 2019","Sat Sep 21 11:28:38 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","807","100% (13/13)","100% (1/1)","0% (0/0)","{}","70112524"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","30OG32W0SUC98XC3EBT180KNP7NNES","AI5PG28PIRKFK","Approved","Mon Sep 16 11:15:20 PDT 2019","Mon Sep 16 11:29:28 PDT 2019","Sat Sep 21 11:29:28 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","848","100% (1/1)","100% (1/1)","0% (0/0)","{}","15284261"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","30X31N5D63R3YXNW6281BB42RRXSAE","A1299WL9DI3TEF","Approved","Mon Sep 16 11:15:17 PDT 2019","Mon Sep 16 11:58:51 PDT 2019","Sat Sep 21 11:58:51 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","2614","100% (4/4)","100% (1/1)","0% (0/0)","{}","49346596"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","317HQ483I7TLO2EPAUJSTFIFH0UNI1","A3RC43DL9AREBH","Approved","Mon Sep 16 11:17:17 PDT 2019","Mon Sep 16 11:46:00 PDT 2019","Sat Sep 21 11:46:00 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","1723","100% (1/1)","100% (1/1)","0% (0/0)","{}","64848532"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","31EUONYN2V48STY1AGIONT8EFCVOVE","A16HSMUJ7C7QA7","Approved","Mon Sep 16 11:15:06 PDT 2019","Mon Sep 16 11:59:58 PDT 2019","Sat Sep 21 11:59:58 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","2692","100% (18/18)","100% (1/1)","0% (0/0)","{}","51319443"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","31HQ4X3T3SBKUGE03TXRKPKDL3WSLW","A2W3I2GBGDB637","Approved","Mon Sep 16 11:15:22 PDT 2019","Mon Sep 16 11:50:47 PDT 2019","Sat Sep 21 11:50:47 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","2125","100% (3/3)","100% (1/1)","0% (0/0)","{}","29546922"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","31UV0MXWNQDHYD8J6UN6ZYITQFUI56","A2EHH2ZFIRF1BF","Approved","Mon Sep 16 11:15:23 PDT 2019","Mon Sep 16 13:05:45 PDT 2019","Sat Sep 21 13:05:45 PDT 2019","Wed Sep 18 09:23:06 PDT 2019","","","6622","100% (6/6)","100% (1/1)","0% (0/0)","{}","65560837"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","32Q90QCQ1SM80RR0HY1LG83JVCIKEK","A379B3SY70ITYE","Approved","Mon Sep 16 11:15:22 PDT 2019","Mon Sep 16 12:16:18 PDT 2019","Sat Sep 21 12:16:18 PDT 2019","Wed Sep 18 09:23:07 PDT 2019","","","3656","100% (1/1)","100% (1/1)","0% (0/0)","{}","91402645"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","32RIADZISS5OW87FX1YAY8I2ZH1S43","A1PAMVTKGCXSWQ","Approved","Mon Sep 16 12:35:36 PDT 2019","Mon Sep 16 12:50:00 PDT 2019","Sat Sep 21 12:50:00 PDT 2019","Wed Sep 18 09:23:07 PDT 2019","","","864","100% (4/4)","100% (1/1)","0% (0/0)","{}","63262704"
"3S4TINXCC0OQWV21FXLNYYIHY39BOU","3XMQ3UBY138YY0B32BRECEEDLR9LZG","Quick study on decision making","Short psychology study asking what you would do in a hypothetical scenario","psychology, marketing, consumer behavior, decision making","$1.00","Mon Sep 16 11:14:58 PDT 2019","216","BatchId:3769142;OriginalHitTemplateId:920937340;","7200","432000","Mon Sep 23 11:14:58 PDT 2019","","","337RC3OW0530M8V4XO2WVC4KK8PVL5","A3M238YZCNYHW5","Approved","Mon Sep 16 13:15:52 PDT 2019","Mon Sep 16 14:08:20 PDT 2019","Sat Sep 21 14:08:20 PDT 2019","Wed Sep 18 09:23:07 PDT 2019","","","3148","100% (1/1)","100% (1/1)","0% (0/0)","{}","97602535"
